recordid;id;year;page;litt_std;district_of_divisie;loc_org;loc_std;river_or_road;direction;plantation_std;plantation_org;plantation_id;psur_id;psur_id2;has_parts1_lab;has_parts1_id;has_parts2_lab;has_parts2_id;has_parts3_lab;has_parts3_id;has_parts4_lab;has_parts4_id;part_of_lab;part_of_id;reference_org;owned_by_lab;owned_by_id;owned_by_id2;size_std;product_std;enslaved_norm;enslaved_shared_with;function;additional_info;deserted;lot;administrateurs;directeuren;eigenaren;administrateurs_in_Europa;administrateurs_in_suriname;blank-officier;slaven;sranantongo_naam;plantage_mannelijke_niet_vrije_bewoners;plantage_totaal_niet_vrije_bewoners;plantage_vrouwelijke_niet_vrije_bewoners;privé_mannelijke_niet_vrije_bewoners;privé_totaal_niet_vrije_bewoners;privé_vrouwelijke_niet_vrije_bewoners;soort_van_molen;totaal_generaal_bewoners;vrije_bewoners;generaal_totaal_slaven;generale_macht_slaven_geschikt_tot_werken_plantages;generale_macht_slaven_geschikt_tot_werken_privé;generale_macht_slaven_ongeschikt_tot_werken_plantages;generale_macht_slaven_ongeschikt_tot_werken_privé;totaal_slaven_op_de_plantages_aanwezig_geschikt_tot_werk;totaal_slaven_op_de_plantages_aanwezig_ongeschikt_tot_werk;vrije_personen_op_plantages_jongens;vrije_personen_op_plantages_mannen;vrije_personen_op_plantages_meisjes;vrije_personen_op_plantages_vrouwen;vrije_personen_op_plantages_totaal;werktuig_stoom;werktuig_water
1859-118-119-228;22080;1859;118-119;;;Saramacca{;Saramacca;Saramacca;;Wilhelmina Catharina Frederica;Wilhelmina Catharina Frederica en;Q59134116;PSUR0355;;;;;;;;;;Wilhelmina Catharina Frederica en De Nieuwe Hoop;Q131349004;;;;;5250;hout;19;;;;;36;;M. Robles Az.;J.J. en L.A. de Mesquita.;;J.J. en L.A. de Mesquita.;;;Santigron.;12;19;7;;;;;19;5;;;;;;;;;;;;;;
1859-118-119-229;22081;1859;118-119;;;Saramacca{;Saramacca;Saramacca;;De Nieuwe Hoop;Nieuwhoop.;Q124830243;PSUR0252;;;;;;;;;;Wilhelmina Catharina Frederica en De Nieuwe Hoop;Q131349004;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859-118-119-230;22082;1859;118-119;;;Saramacca{;Saramacca;Saramacca;;Sonnette;Sonnette.;Q59133845;PSUR0315;;;;;;;;;;;;;;;;2000;hout;25;;;;;44;;H. Campbell.;G. Fraser.;;W.J.G. Labad.;;;;10;21;11;4;4;;;25;1;;;;;;;;;;;;;;
1859-118-119-231;22083;1859;118-119;;;Saramacca{;Saramacca;Saramacca;;De Vier Hendrikken;De Vier Hendrikken.;Q59115497;PSUR0090;;;;;;;;;;;;;;;;2000;hout;36;;;;;45;;J.P. Emanuels.;J.P. Emanuels.;;J.P. Emanuels.;;;;19;36;17;;;;;36;5;;;;;;;;;;;;;;
1859-118-119-232;22084;1859;118-119;;;Saramacca{;Saramacca;Saramacca;;Hamburg;Hamburg.;Q124830731;PSUR0130;;;;;;;;;;;;;;;;1500;suiker;150;;;;;47;;C.A. Wois.;C.A. Wois.;;C.A. Wois.;;;;69;148;79;1;2;1;Stoom;150;2;;;;;;;;;;;;;;
1859-118-119-233;22085;1859;118-119;;;Saramacca{;Saramacca;Saramacca;;La Ressource;La Ressource.;Q59116900;PSUR0185;;;;;;;;;;;;;;;;1000;hout;9;;;;;50;;H. Campbell.;E. Lyons, geb. Noble.;;M.L. Finsy.;;;;3;6;3;2;3;1;;9;2;;;;;;;;;;;;;;
1859-118-119-234;22086;1859;118-119;;;Kanaal. {;Kanaal van Saramacca;Saramacca;;Onverwacht, Duisburg en 1/2 Flora;Onverwacht Duisburg en ½ Flora. };Q59132994;PSUR0271;;Flora;Q2490145;Duisburg;Q135395727;;;;;;;;;;;1500;kost;7;;;;;78;;F.L.J. Rens van Onna.;F.L.J. Rens van Onna.;;F.L.J. Rens van Onna.;;;;2;7;5;;;;;7;3;;;;;;;;;;;;;;
1859-121-123-235;22087;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Buckleburg;Bucklebury.{;Q59115338;;;;;;;;;;;Buckleburg en Potosie;Q131348993;;;;;1000;kweek;;;;De Directeur van de plantage Sarah heeft hier het opzigt.;;201 & 201;;E. Bent.;E. Bent.;;E. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;
1859-121-123-236;22088;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Potosie;Potosie. {;Q59133100;PSUR0288;;;;;;;;;;;;;;;;1500;katoen;157;;;De negers zijn overgebragt op de plantage Burnside.;;203, 204, 205;;M. Egan.;Bl. Th. Gray.;;Ch. Gray.;;;;84;157;73;;;;;157;5;;;;;;;;;;;;;;
1859-121-123-237;22089;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Hope 209;Hope.;Q124830844;PSUR0210;;;;;;;;;;Lot 208 en Hope 208;Q131349046;;;;;1000;katoen;118;;;;;209;;F.W. Faerber.;F.W. Faerber, n. ux.;;F.W. Faerber, n. ux.;;;;37;72;35;19;46;27;;118;3;;;;;;;;;;;;;;
1859-121-123-238;22090;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Burnside;Burnside. {;Q59115340;PSUR0050;;;;;;;;;;Burnside en Sarah;Q131348994;;;;;1200;suiker;392;;;;;210 & 211;;D. Fraser.;Bl. Th. Gray.;;Ch. Gray.;;;;146;305;159;44;87;43;Stoom;392;4;;;;;;;;;;;;;;
1859-121-123-239;22091;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Sarah;Sarah. {;Q59133279;PSUR0307;;;;;;;;;;Burnside en Sarah;Q131348994;;;;;1000;katoen;309;;;;;212 & 213;;J. Carstairs.;A. Dessé.;;A. Dessé.;;;;162;304;143;5;5;;Stoom;309;15;;;;;;;;;;;;;;
1859-121-123-240;22092;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Leasowes en Clyde;Leasowes en Clyde.{;Q131413313;PSUR0193;;Leasowes;Q59116940;Clyde;Q59115396;;;;;;;;;;;1330;katoen;314;;;;;214, 215, 216;;J. van Beerensteijn.;A. Dessé.;;A. Dessé.;;;;148;314;166;;;;Stoom;314;9;;;;;;;;;;;;;;
1859-121-123-241;22093;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Belladrum;Belladrum.;Q59115216;PSUR0023;;;;;;;;;;;;;;;;500;katoen;32;;;;;219;;G. Cruden.;G. Cruden.;;G. Cruden.;;;;13;23;10;5;9;4;;32;2;;;;;;;;;;;;;;
1859-121-123-242;22094;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Johanna Maria;Johanna Maria.;Q1757548;PSUR0153;;;;;;;;;;;;;;;;500;katoen;72;;;;;218;;A. Cameron.;Bl. J. Robertson.;;H.G. Roux, H.D. Wilmans en R. Sagon.;;;;29;55;26;7;17;10;;72;1;;;;;;;;;;;;;;
1859-121-123-243;22095;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;John en Bantaskine;John en Bantaskine.;Q131419792;PSUR0156;;John;Q59115747;Bantaskine;Q59115189;;;;;John, Bantaskine en Friendship;Q130536009;;;;;1000;katoen;96;;;;;220;;B. Ezechiels.;A. Mac-Donald.;;A. Mac-Donald.;;;;44;89;45;7;7;;;96;1;;;;;;;;;;;;;;
1859-121-123-244;22096;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Mary's Hope;Mary's hope. {;Q59117998;PSUR0230;;;;;;;;;;;;;;;;1000;katoen;154;;;;;225, 226;;G. Fraser.;Th. Green en W. Wilmans.;;Th. Green en W. Wilmans.;;;;80;151;71;3;3;;;154;1;;;;;;;;;;;;;;
1859-121-123-246;22097;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Bellevue en Cardrosspark;Bellevue.;Q130536926;PSUR0024;PSUR0053;Cardrospark;Q59115358;Bellevue;Q59115217;;;;;;;;;;;1000;katoen;141;;;;;227;;D. Mac-Intosh.;A. Mac-Donald.;;A. Mac-Donald.;;;;73;127;54;7;14;7;Stoom;141;8;;;;;;;;;;;;;;
1859-121-123-247;22098;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Persévérance;Perséverance.;Q59133062;PSUR0180;;;;;;;;;;;;;;;;500;katoen;36;;;;;229;;J.C. Cameron;S. Keen en G. Mac-Donald.;;G. Mac-Donald en J.H. Ferrier.;;;;20;34;14;;2;2;;36;1;;;;;;;;;;;;;;
1859-121-123-247a;22390a;1859;121-123;;;Aan den rijweg langs de Zeekust.{;Atlantische kust;Atlantische kust;;Moy;Moy.;Q59119458;PSUR0237;;;;;;;;;;;;;;;;1000;katoen;128;;;3) Van elders.;;230 & 231;;A. Mills.;G. Macdonald.;;A. Macdonald en D.C. Munro.;;;;62;128;66;;;;;128;3;;;;;;;;;;;;;;
1859-121-123-248;22099;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Hamilton;Hamilton.;Q59115673;PSUR0132;;;;;;;;;;;;;;;;500;katoen;29;;;;;235;;J.G. Ringeling.;M.C. Hamilton.;;Idem.;;;;4;4;;11;25;14;;29;6;;;;;;;;;;;;;;
1859-121-123-249;22100;1859;121-123;;;Aan den Rijweg langs de zeekust.{;Atlantische kust;Atlantische kust;;Inverness;Inverness.;Q125117414;PSUR0147;;;;;;;;;;;;;;;;1000;katoen;57;;;;;236;;Dezelfde.;A. Dessé.;;Idem.;;;;33;57;24;;;;;57;7;;;;;;;;;;;;;;
1859-126-127-250;22101;1859;126-127;;;Aan de rijweg (zeekust.{;Atlantische kust;Atlantische kust;;Union;Union. {;Q59133968;PSUR0331;PSUR0330;;;;;;;;;;;Zie Paradise;Paradise;Q21000089;;666,66;kweek;1;;;De magt werkt op de plantage Paradise.;;113 & 114;;T. Wilkinson.;A. Dessé.;;A. Dessé.;;;;1;1;;;;;;1;;;;;;;;;;;;;;;
1859-126-127-251;22102;1859;126-127;;;Aan de rijweg (zeekust.{;Atlantische kust;Atlantische kust;;Good Intent;Good Intent.;Q59115633;PSUR0121;;;;;;;;;;;;;;;;1125;katoen;148;;;;;;;Dezelfde.;A. Dessé.;;Idem.;;;;2;5;3;73;143;70;;148;2;;;;;;;;;;;;;;
1859-126-127-252;22103;1859;126-127;;;Aan de rijweg (zeekust.{;Atlantische kust;Atlantische kust;;Providence;Providence.;Q59133108;PSUR0290;;;;;;;;;;;;;;;;500;kweek;;;;;;;;M. Hutchison.;Erven J. Balfour.;Charbon en Zoon.;J.J. Hewitt en M. Hutchison.;;;;;;;;;;;;;;;;;;;;;;;;;;
1859-126-127-253;22104;1859;126-127;;;Aan de rijweg (zeekust.{;Atlantische kust;Atlantische kust;;Zealand;Sealand.;Q59134180;;;;;;;;;;;;;;;;;500;kweek;3;;;;;;;J. Wijnand.;J. Wijnand.;;J. Wijnand.;;;;;;;3;3;;;3;;;;;;;;;;;;;;;
1859-126-127-254;22105;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Waldijk;Waldijk.;Q59134053;;;;;;;;;;;;;;;;;500;kost;8;;;;;5;;Th. Gordon.;F. Wijnand.;;F. en J. Wijnand.;;;;2;2;;5;6;1;;8;;;;;;;;;;;;;;;
1859-126-127-255;22106;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Margarethenburg;Margarethenburg.;Q21000083;PSUR0226;;;;;;;;;;;;;;;;500;koffie;44;;;;;;;T. van Sachten.;Erven W. Carbin.;;L. Carbin.;;;;17;31;14;4;13;9;;44;4;;;;;;;;;;;;;;
1859-126-127-256;22107;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Waterloo;Waterloo.;Q124832148;PSUR0348;;;;;;;;;;;;;;;;1000;suiker;268;;;;;;;M. Hutchison.;Erven J. Balfour.;Charbon en Zoon.;J.J. Hewitt en M. Hutchison.;;;;56;152;96;68;116;48;Stoom;268;13;;;;;;;;;;;;;;
1859-126-127-257;22108;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Nursery;Nursery.;Q28150367;PSUR0264;;;;;;;;;;;;;;;;1000;suiker;393;;;;;;;H. Tyndall.;Wed. J. Tyndall, Bl. S. Tyndall, H. en Th. Tyndall, wed. M.A. Tapin, S.R. en J. Tyndall en Mr. J.C. Palthe Wasenhagen.;;H. Tyndall, J. de Veer Tyndall, Th. Tyndall en H.J. Blancke.;;;;162;339;177;27;54;27;Stoom;393;12;;;;;;;;;;;;;;
1859-126-127-258;22109;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Hazard;Hazard.;Q124830732;PSUR0136;;;;;;;;;;;;;;;;682;suiker;176;;;;;;;R. Fait.;Erven J. Balfour.;Charbon en Zoon.;J.J. Hewitt en M. Hutchison.;;;;63;153;90;17;23;6;Stoom;176;5;;;;;;;;;;;;;;
1859-126-127-259;22110;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Paradise;Paradise. {;Q21000089;PSUR0277;;;;;;;;;;;;;;;;1625;suiker;295;;;;;2, 3, 4;;;;;;;;;152;295;143;;;;Stoom;295;5;;;;;;;;;;;;;;
1859-126-127-260;22111;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Hampton Court;Hamptoncourt.;Q5646176;PSUR0133;;;;;;;;;;;;;;;;650;suiker;155;;;;;;;J. Ricketts.;G. Nicholson.;;W.E. Ruhman.;;;;37;74;37;42;81;39;Stoom;155;5;;;;;;;;;;;;;;
1859-126-127-261;22112;1859;126-127;;;Nickerie-kreek links in't afvaren.{;Nickerierivier;Nickerie;links afvaren;Lot 10 en 11 of Krappahoek;Krappahoek.;Q20967226;PSUR0211;PSUR0212;Lot 10 en 11;Q136841491;Krappahoek ;Q136841472;Lot 10;Q131427749;Lot 11;Q135395247;;;;;;;500;koffie;42;;;;;;;G.P. van Uytrecht.;Charbon en Zoon.;Charbon en Zoon.;J.J. Hewitt.;;;;28;42;14;;;;;42;4;;;;;;;;;;;;;;
1859-126-127-262;22113;1859;126-127;;;Nickerie-kreek regts in't afvaren.{;Nickerierivier;Nickerie;rechts afvaren;Huntly;Huntly.;Q28656929;;;;;;;;;;;;;;;;;500;koffie;56;;;;;;;J. MacIntosh.;Erven J. Gordon.;;A. Dessé.;;;;;;;25;56;31;;56;7;;;;;;;;;;;;;;
1859-126-127-263;22114;1859;126-127;;;Nickerie-kreek regts in't afvaren.{;Nickerierivier;Nickerie;rechts afvaren;Botany Bay;Botany-Bay.;Q28657049;;;;;;;;;;;;;;;;;250;koffie;24;;;;;;;Wed. Reach.;M.A.J.F.R.A.W.C. Reach.;;Wed. C. Reach.;;;;;;;16;24;8;;24;3;;;;;;;;;;;;;;
1859-72-73-1;22115;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Voorburg;Voorburg;Q15883580;PSUR0338;;;;;;;;;;;;;;;;1500;suiker;114;;;;;1;;E.F.L. Mollinger.;E.F.L. Mollinger.;;E.F.L. Mollinger.;;;Santigron.;52;114;62;;;;Stoom;;4;;;;;;;;;;;;;;
1859-72-73-10;22116;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;'t Yland;t Ijland;Q59115115;PSUR0370;;;;;;;;;;;;;;;;2500;suiker;152;;;;;12;;J.P. Kampf;Mr. J.A.G. Bar. De Vos van Steenwijk van den Havixhorst en Mr. A. Bar. van der Borch van Verwolde.;G.C. Bosch Reitz;Mr. G.J.A. Bosch Reitz en J.P. Kampf.;;;;65;152;87;;;;Stoom;152;6;;;;;;;;;;;;;;
1859-72-73-11;22117;1859;72-73;;;Pauluskreek.;Paulus Kreek;Suriname;;Bleyendaal;Bleijendal;Q59115260;PSUR0034;;;;;;;;;;;;;;;;1074;suiker;126;;;;;14;;G.A. Dandlau;Fonds van negotiatie onder directie van de Wed. J.S. van de Poll.;Wed. J.S. van de Poll;J. Frouin en W. Humphreys;;;;57;126;69;;;;Stoom;126;2;;;;;;;;;;;;;;
1859-72-73-2;22118;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Suzanna's Daal;Susanna's daal;Q15882536;PSUR0322;PSUR0323;;;;;;;;;;;;;;;500;suiker;231;;;1) Hieronder begrepen 28 Portugesche emigranten.;;2;;S. Lyon.;J. Lyon.;;J. Lyon.;;;Moseersi.;96;208 (opmerking 2);112;12;23;11;Stoom;114;36 (opmerking 1);;;;;;;;;;;;;;
1859-72-73-3;22119;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Belwaarde;Belwaarde;Q14917710;PSUR0025-A;PSUR0025-B;;;;;;;;;;;;;;;1257;kost;143;;;2) Idem der slaven van Waycoribo.;;4;;W. Vos.;Boedel, M.A. Thurkow.;;W. Humphreys en Mr. A.W. Thurkow.;;;;46;89;46;25;54;29;;143;2;;;;;;;;;;;;;;
1859-72-73-4;22120;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Lust en Rust;Lust en Rust.;Q2689333;PSUR0217;;;;;;;;;;;;;;;;800;kost;70;;;Zijnde hier overgebragt de magt van pl. La Poulein Saramacca.;;5;;J.B. Evertsz'.;J.B. Evertsz'.;;J.B. Evertsz'.;;;Scherpien.;17;45;17;12;25;13;;70;3;;;;;;;;;;;;;;
1859-72-73-5;22121;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Dordrecht;Dordrecht;Q1827726;PSUR0097;;;;;;;;;;;;;;;;500;suiker;143;;;;;6;;C.D. Brakke.;J.B. Evertsz'. Jhr. C.A. van Sypesteyn en C.D. Brakke.;;J.B. Evertsz' en C.D. Brakke.;;;;78;143;65;;;;Stoom;143;6;;;;;;;;;;;;;;
1859-72-73-6;22122;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Jagtlust;Jagtlust;Q2121376;PSUR0148;;;;;;;;;;;;;;;;2075;koffie;265;;;3) Hiervan staan 6 hoofden in de registers bekend als behoorende aan den grond Garcia's kamp.,  4) Van deze behooren 26 den eigenaar in privé, maar werken meerendeels aan Paramaribo. De overige 16 behooren elders. Hier is een Gouvernementsseinpost.;;7;;Mr. Barnet Lyon.;Mr. Barnet Lyon.;;Mr. Barnet Lyon.;;;;110;223 (opmerking 3);113;25;42 (opmerking 4);17;;265;7;;;;;;;;;;;;;;
1859-72-73-7;22123;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Meerzorg;Meerzorg;Q1018882;PSUR0231;;;;;;;;;;;;;;;;2910;suiker;319;;;;;8;;;W.J.C. Ridder Huyssen van Kattendijke c.s.;P. Poel en Zoon en G.C. Bosch Reitz.;H.G. Roux, R. Humphreys, D.M. Uhlenkamp en F.L. Pichot.;;;Hanson.;145;319;174;;;;Stoom;319;4;;;;;;;;;;;;;;
1859-72-73-8;22124;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;Peperpot;Peperpot;Q12013270;;;;;;;;;;;;;;;;;905;kost;;;;Hiertoe behoort ook Mopentibo.;;10;;;BI. C.L. de Veer.;;;;;Peprépatoe.;;;;;;;;73;2;;;;;;;;;;;;;;
1859-72-73-9;22125;1859;72-73;;;Rivier Suriname, regts in 't afvaren.;Suriname;Suriname;rechts afvaren;La Liberté;La liberté;Q124831182;PSUR0177;;;;;;;;;;;;;;;;1735;suiker;76;;;;;11;;;Th. Van Schaack.;Th. Van Schaack.;J. Frouin, J.H. Bernhard en J. Morison.;;;;36;76;40;;;;Waterwerk;108;3;;;;;;;;;;;;;;
1859-74-75-12;22126;1859;74-75;;;Rivier Suriname, regts in 't afvaren.{;Suriname;Suriname;rechts afvaren;De Hoop;De Hoop.;Q124827980;PSUR0080;;;;;;;;;;;;;;;;2580;suiker;146;;;Vroeger Geneve;;16;;J.P. Hennij.;Fonds van negotiatie, onder directie van Fraissinet en van Baak.;Fraissinet en van Baak.;J. Frouin en H.A. Tirion.;;;;73;146;73;;;;Waterwerk;146;3;;;;;;;;;;;;;;
1859-74-75-13;22127;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Petersburg;Petersburg.;Q59133064;PSUR0280;;;;;;;;;;;;;;;;625;suiker;287;;;Vroeger Edam en Liege;;17;;G. von Behmen.;Sir John Young Bart.;;W.E. Ruhmann en W. Humphreys.;;;;91;192;101;52;95;43;Stoom;287;4;;;;;;;;;;;;;;
1859-74-75-14;22128;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Vreeland;Vreeland.;Q59134028;PSUR0341;;;;;;;;;;;;;;;;1000;suiker;359;;heelmeester;1) Van deze behooren 2 den eigenaar in priveé, - de overige 4 elders. Hier is de divisie-heelmeester G.J. Volkers gevestigd.;;18;;J. Monsanto.;Fonds van negotiatie, onder directie van W.G. Deutz.;J. en Th. van Marselis.;H.G. Roux, P. May en H.A. Tirion.;;;;172;353;181;5;6 (opmerking 1);1;Stoom;359;4;;;;;;;;;;;;;;
1859-74-75-15;22129;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Maagdenburg;Maagdenburg.;Q59117032;PSUR0221;;;;;;;;;;;;;;;;1023;suiker;103;;;2) Hieronder begrepen 7 Portugesche emigranten. 3) Behoorende elders.;;20;;J.J.W. Bruyn van Rozenburg;Idem, van P. Wachter en Zonen.;P. Wachter en Zonen.;B.C. van den Ende en D.M. Uhlenkamp.;;;;40;82;42;8;21 (opmerking 3);13;Waterwerk;103;10 (opmerking 2);;;;;;;;;;;;;;
1859-74-75-16;22130;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Merveille;Merveille.;Q59118005;PSUR0084;;;;;;;;;;;;;;;;1800;suiker;165;;heelmeester;4) Behoorende elders. Het riet wordt afgemalen op pl. Maagdenburg, zijnde het molengebouw afgebrand. Hier is de divisie-heelmeester C.G.F. Schreiber gevestigd.;;21;;G.J. van Velzen.;Wijlen C. Stam Pieterson c.s.;E.C. Smit.;H.G. Roux en A. van Velzen.;;;Adjakka.;75;162;87;3;3 (opmerking 4);;;165;3;;;;;;;;;;;;;;
1859-74-75-17;22131;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;St. Barbara;St. Barbara.;Q59133868;PSUR0319;;;;;;;;;;;;;;;;1990;suiker;391;;;;;24;;L.M.J. Valckenaar.;T.C.H. Wolff van Westerrode c.s.;Wed. van Hasselt en Co.;H.G. Roux.;;;Baroeba kommisi.;193;391;198;;;;Waterwerk;391;5;;;;;;;;;;;;;;
1859-74-75-18;22132;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;St. Eustatius;St. Eustatius.;Q59133871;PSUR0320;;;;;;;;;;;;;;;;1000;suiker;160;;;;;26;;S van Lierop.;Rode. le Chevalier.;J.J. Poncelet en Z.;H.A. Tirion.;;;Baboen.;75;160;85;;;;Stoom;160;5;;;;;;;;;;;;;;
1859-74-75-19;22133;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Groot Chatillon;Grt. Châtillon.;Q59115652;PSUR0124;;;;;;;;;;;;;;;;1275;suiker;244;;;5) Hieronder behooren 5 den eigenaar in privé, - de overige 68 elders.;;30;;D.B. de Mesquita.;Boedels E.H. Fereira en echtgen. D.B. de Mesquita.;;J.J.B. de Mesquita en Wed. M. de la Parra.;;;;91;171;80;39;73 (opmerking 5);34;Stoom en Waterwerk;244;2;;;;;;;;;;;;;;
1859-74-75-20;22134;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Rac à  Rac;Rac à Rac.;Q59133118;PSUR0294;;;;;;;;;;;;;;;;1390;suiker;76;;;6) Behoorende 1 den eigenaar in privé, - de overige 10 elders;;31;;G.P.J. Petzoldt.;Erven Jackson, Erven van den Lande en J. Zaal.;Gebr. Hartsen c.s.;H.G. Roux, A. van Velzen en J.H. Zaal.;;;Bigi Rakraki.;30;65;35;7;11 (opmerking 6);4;Waterwerk;76;4;;;;;;;;;;;;;;
1859-74-75-21;22135;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Portorico;Portorico.;Q59133093;;;;;;;;;;;;;;;;;200;kost;4;;;;;;;J.B. de Mesquita Arrias.;Het Gouvernement.;;Verpacht aan J.B. de Mesquita Arrias.;;;;;;;3;4;1;;4;4;;;;;;;;;;;;;;
1859-74-75-22;22136;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Toledo;Toledo.;Q59133934;PSUR0325;;;;;;;;;;Toledo en Nieuw-Rust;Q131349077;;;;;800;suiker;95;;;Vroeger Rodebank.;;34;;P. Grönert.;M.C. Lionarons, Gebr. Oppenheimer en Gebr. Barnett.;;M.C. Lionarons, Gebr. Oppenheimer en Gebr. Barnett.;;;Monsanto.;54;95;41;;;;Stoom;;2;;;;;;;;;;;;;;
1859-74-75-23;22137;1859;74-75;;;Rivier Suriname, regts in 't afvaren. {;Suriname;Suriname;rechts afvaren;Morea;Morea.;Q59132801;;;;;;;;;;;;;;;;;1400;hout;4;;;Dient tot woonplaats van den posthouder der Saramaccaner-Boschnegers.;;37;;;Het Gouvernement.;;;;;Piento.;;;;3;4;1;;4;4;;;;;;;;;;;;;;
1859-76-77-24;22138;1859;76-77;;;Rivier Suriname. links in 't afvaren.{;Suriname;Suriname;links afvaren;Victoria;Victoria.;Q14514754;PSUR0334;;;;;;;;;;;;;;;;12 hollandse mijlen in omtrek;hout;47;;;Behoorde vroeger aan de Mineraal-Compagnie.;;40;;J. Abarbanel Jz.;J.J.B. de Mesquita.;;J.J.B. de Mesquita.;;;;27;47;20;;;;;47;6;;;;;;;;;;;;;;
1859-76-77-25;22139;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Berg en Dal;Bergendal.;Q819296;PSUR0027;;;;;;;;;;;;;;;;9750;hout;300;;kerk;Ligt aan den voet van den Blaauwen Berg.Ook hier is eene kerk der Moravische broeders.;;39;;H. von Bancels.;Erven Couderc, B. Rothuys, Bl. wed. J. Muller en M.D. Sanches.;G.C. Bosch Reitz en B. Rothuys.;H.A. Tirion, A. Kennedy, M.D. Sanches en F.D. Day.;;;Beergi.;146;300;154;;;;;300;8;;;;;;;;;;;;;;
1859-76-77-26;22140;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Nooit Gedacht;Nooit gedacht.;Q131415635;;;;;;;;;;;;;;;;;400;kost;4;;;;;;;A.A. Samuels.;A.A. Samuels.;;A.A. Samuels.;;;;2;4;2;;;;;4;3;;;;;;;;;;;;;;
