recordid;id;year;page;litt_std;district_of_divisie;loc_org;loc_std;river_or_road;direction;plantation_std;plantation_org;plantation_id;psur_id;psur_id2;has_parts1_lab;has_parts1_id;has_parts2_lab;has_parts2_id;has_parts3_lab;has_parts3_id;has_parts4_lab;has_parts4_id;part_of_lab;part_of_id;reference_org;owned_by_lab;owned_by_id;owned_by_id2;size_std;product_std;enslaved_norm;enslaved_shared_with;function;additional_info;deserted;lot;administrateurs;directeuren;eigenaren;administrateurs_in_Europa;administrateurs_in_suriname;blank-officier;slaven;sranantongo_naam;plantage_mannelijke_niet_vrije_bewoners;plantage_totaal_niet_vrije_bewoners;plantage_vrouwelijke_niet_vrije_bewoners;privé_mannelijke_niet_vrije_bewoners;privé_totaal_niet_vrije_bewoners;privé_vrouwelijke_niet_vrije_bewoners;soort_van_molen;totaal_generaal_bewoners;vrije_bewoners;generaal_totaal_slaven;generale_macht_slaven_geschikt_tot_werken_plantages;generale_macht_slaven_geschikt_tot_werken_privé;generale_macht_slaven_ongeschikt_tot_werken_plantages;generale_macht_slaven_ongeschikt_tot_werken_privé;totaal_slaven_op_de_plantages_aanwezig_geschikt_tot_werk;totaal_slaven_op_de_plantages_aanwezig_ongeschikt_tot_werk;vrije_personen_op_plantages_jongens;vrije_personen_op_plantages_mannen;vrije_personen_op_plantages_meisjes;vrije_personen_op_plantages_vrouwen;vrije_personen_op_plantages_totaal;werktuig_stoom;werktuig_water
1818-28-2;222;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Clevia (Land van);Land van Clevia.;Q59115394;;;;;;;;;;;;;Zie Plantage Clevia;Clevia;Q15873942;;;koffie;;;;;;;;;Zie Pl. Clevia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-28-3;223;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;De Morgenstond;Morgenstond;Q59115470;PSUR0247;;;;;;;;;;;;;;;;;koffie;;;;;;;J.H. Franke, E.G. Veldwijk en de Curators deze Kolonie.;F.W. John.;de Ervan van Mr. F.E. Becker;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-28-4;224;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Suzanna's Daal (Land van);Land van Susannasdaal;Q131288057;;;;;;;;;;;;;Zie Plantage Susannasdaal;Suzanna's Daal;Q15882536;;;koffie;;;;;;;;;Zie Pl. Susannasdaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-28-5;225;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Johanneshoop;Johannes-Hoop;Q59115741;;;;;;;;;;;Geyersvlijt en Johanneshoop;Q131349015;;;;;;kost;;;;;;;Curators en Sequesters van den Hove Civil;J.J. Bonn, Opzigter.;W.A. Koopman.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-28-6;226;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Geyersvlijt;Geyers-Vlijt;Q4392658;PSUR0118;;;;;;;;;;Geyersvlijt en Johanneshoop;Q131349015;;;;;;koffie;;;;;;;J.C. Geyer.;J. Petsch;J.C. Geyer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-28-7;227;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Alexandria;Alexandria;Q59115139;;;;;;;;;;;;;;;;;;koffie;;;;;;;J.J. Bonn.;J.J. Bonn.;Kinderen van J.J. Bonn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-28-8;228;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Uit en te Huis;Uit en te Huis;Q59133966;PSUR0329;;;;;;;;;;;;;;;;;katoen;;;;;;;U.M. Arons.;J.J. Berner;U.M. Arons on G.P. Heilbron n. ux.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-28-9;229;1818;28;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Mon Plaisir;Mon plaisir;Q124831607;PSUR0244;;;;;;;;;;;;;;;;;koffie;;;;;;;G.M. Busch;G.M. Busch;G.M. Busch;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-11;230;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Nooit Volmaakt;Nooit Volmaakt.;Q59132937;PSUR0262;;;;;;;;;;;;;;;;;koffie;;;;;;;Alexander Cameron.;;Alexander Cameron.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-12;231;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Beekhuizen;Beekhuizen;Q59115202;PSUR0021;;;;;;;;;;;;;;;;;suiker;;;;;;;W.C. Kennedy en H.Y. Buurma;J. Geykema;G.C. Bosch Reits n: ux.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-13;232;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Woutvliet;Woudvliet;Q59134174;;;;;;;;;;;;;;;;;;suiker;;;;;;;C.L. Weissenbruch;C. Joosten.;F. Casali;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-14;233;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Dijkveld;Dijkveld;Q59115514;PSUR0095;;;;;;;;;;;;;;;;;suiker;;;;;;;Wed. C. Roepel;J. Flugger;Wed. C. Roepel;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-15;234;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Tout Lui Faut;Tout lui faut;Q59133948;PSUR0327;;;;;;;;;;;;;;;;;suiker;;;;;;;J.C. Duurhagen;B.F. Bouffaré;Weduwe Patyn, H. Quintyn, Harlog Comans en C. van der Linden;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-16;235;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;La Ressource;La Ressource;Q59116901;;;;;;;;;;;;;;;;;;;;;chirurgisch etablissement;Chirungyn Etablissement van den Chirurgyn Philips;;;;;Chirungyn Etablissement van den Chirurgyn Philips;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-17;236;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Boxel;Boxel;Q2184109;PSUR0039;;;;;;;;;;;;;;;;;suiker;;;;;;;Mr. D.H.J. Brousson & J.C. Winckel;W. Malie;t Fonds onder Direktie van H. van Blomberg en J. Portilje;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-29-18;237;1818;29;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Domburg;Domburg;Q59115517;PSUR0096;;;;;;;;;;;;;;;;;suiker;;;;;;;A. Charurier.;M.J. Gelderlen.;J. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-19;238;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;La Rencontre;La Rencontre;Q59116898;PSUR0184;;;;;;;;;;;;;;;;;suiker;;;;;;;H. van de Grampel en F.C. Meyer;J. Rulcke;Grave de Neale.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-20;239;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Adrichem;Adrichem;Q124812970;PSUR0004;;;;;;;;;;Waterland en Adrichem;Q59134062;;;;;;koffie;;;;;;;C.L. Weissenbruch en E.G. Veldwijk.;S.C. Jong;A.L. van Harpen qq. P. van den Broek qq. En G. Blancke qq.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-21;240;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Waterland;Waterland;Q59134059;PSUR0347;;;;;;;;;;Waterland en Adrichem;Q59134062;;;;;;suiker;;;;;;;C.L. Weissenbruch en E.G. Veldwijk.;W.W. Beeldsnyde Raven;A.L. van Harpen qq. P. van den Broek qq. En G. Blancke qq.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-22;241;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Accaribo;Accaribo;Q25703530;PSUR0002;;;;;;;;;;;;;;;;;suiker;;;;;;;J. Bruyning en J.C. Winckel;J. Fient;t Fonds onder direktie van J. Protilje en P. van den Broeke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-23;242;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Smalkalden;Smalkalden;Q59133839;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-24;243;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Klein Curaçao;Klein Curaçao;Q59116814;;;;;;;;;;;;;;;;;;hout;;;;;;;J.P. Zeeman, J.H. en J.C. Stuger;J.A. Aster;J.P. Zeeman, J.H. en J.C. Stuger;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-25;244;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Porto-Bello en Pina-Pina;Porto-Bello en Pina-Pina;Q59133092;;;;;;;;;;;;;Aan Plantage de Vrijheid in Para.;De Vrijheid;Q59115504;;;hout;;;;;;;;;Aan Ple de Vrijheid in Para.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-30-26;245;1818;30;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Drie Gebroeders;Drie Gebroeders;Q124830445;PSUR0074;;;;;;;;;;;;;;;;;suiker;;;;;;;E.G. Veldwyk en J. Planteau Jr.;J. Dykman;G.H. de Wilde en Z:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-27;246;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Heystvliet (Land van);Land van Heysvliet;Q124830795;;;;;;;;;;;;;Zie Plantage Heysvliet;Heystvliet;Q59115689;;;;;;;;;;;;Zie Plant. Heysvliet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-28;247;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Guinesche Vriendschap;Guinesche vriendschap;Q33181177;PSUR0128;;;;;;;;;;;;;;;;;suiker;;;;;;;J.J.G. Spilker en de Curators van den Hove Civil;R. Shannon;Boedel Mr. J.P. Roseboom, Mr. A. van Alphen en de Boedet van de Noot Roseboom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-29;248;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Zeldenrust;Zeldenrust;Q59134210;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-30;249;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Oranjestein;Oranjestein;Q59133011;;;;;;;;;;;;;Grond van Plantage Nieuwstar.;Nieuwstar;Q59132915;;;;;;;;;;;;Grond van P1e. Nieuwstar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-31;250;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Nieuwstar;Nieuwstar;Q59132915;;;;;;;;;;;;;;;;;;suiker;;;;;;;Curators van den Hove Civiel, F. Taunay en P.Y. Vink;F.W. Gaub.;Boedel J.O. Ferrall.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-32;251;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;links en rechts;Welbedacht;Welbedacht;Q124832254;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-33;252;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;De Nieuwe Hoop;De Nieuwe-Hoop;Q59115475;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-34;253;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Tulpenburg;Tulpenburg;Q124832083;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-35;254;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Liefdenshoek;Liefdenshoek;Q59116963;PSUR0199;;;;;;;;;;;;;;;;;koffie;;;;;;;J.J. Ferrand en N. Veeckens.;G.J. Berkhoff.;t Fonds onder direktie van J.J. Poncelet en Zoon.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-36;255;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Zorg en Rust;Zorg en Rust;Q59134233;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-37;256;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Berseba;Berseba;Q59115233;;;;;;;;;;;La Simplicité, Urapanica, De Goede Hoop en Berseba;Q131349082;;;;;;;;;;;verlaten;;;;H. Drost, J.F. Gregory en J.D. Burlet als Comm:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-38;257;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;De Goede Hoop;De Goede-Hoop;Q59115452;;;;;;;;;;;La Simplicité, Urapanica, De Goede Hoop en Berseba;Q131349082;;;;;;;;;;;verlaten;;;;H. Drost, J.F. Gregory en J.D. Burlet als Comm:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-39;258;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Urapanica;Urapanica en;Q59133969;;;;;;;;;;;La Simplicité, Urapanica, De Goede Hoop en Berseba;Q131349082;;;;;;;;;;;verlaten;;J. Bruyning en Mr. D.H.J. Brousson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-31-40;259;1818;31;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;La Simplicité;La Simplicité;Q59116903;;;;;;;;;;;La Simplicité, Urapanica, De Goede Hoop en Berseba;Q131349082;;;;;;suiker;;;;;;;;J. Geetgen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-41;260;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Crommenie;Crommenie;Q59115419;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-42;261;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Overbrug;Overbrug;Q59133030;PSUR0275;;;;;;;;;;;;;;;;;suiker;;;;;;;E.G. Veldwyk, J. Planteau en A. Fortuyn;A. Fortuyn;G.H. de Wilde en Z:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-43;262;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Watervlied;Watervlied;Q59134068;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-44;263;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Nahamoe;Nahamoe;Q59132811;;;;;;;;;;;;;;;;;;suiker;;;;;;;Curators dezer Kolonie;J. de Gentilles;Boedel F.V. Heshuysen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-45;264;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Klein Perou;Klein-Perou;Q59116821;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-46;265;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Toevlugt;Toevlugt;Q124832081;PSUR0324;;;;;;;;;;;;;;;;;hout;;;;;;;Curators van den Hove Civil, P.J. Vlier, H. Klint, J.H. de Barios en Jk. Bo. De Mesquita;J.H. de Barios.;Boedel A.B. de Mesquita.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-47;266;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Carracas;Carracas;Q59115370;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-48;267;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Eikenhoop;Eikenhoop;Q59115544;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-49;268;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;L'Espérance;L'Espérance;Q124831244;PSUR0171;;;;;;;;;;;;;;;;;suiker;;;;;;;Adam Cameron;D.M. Petri.;Kolonel Graham;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-50;269;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Namrek;Namrek;Q59132821;;;;;;;;;;;;;;;;;;hout;;;;;;;Sequesters van den Hove Civil;;J. Limes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-51;270;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Ayo;Ayo;Q59115181;;;;;;;;;;;;;;;;;;hout;;;;;;;Weesmeesteren d. Portugesche Israëlitis. Gemeente.;;Boodel D.J. Lobo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-52;271;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Horeb;Horeb;Q59115703;;;;;;;;;;;;;;;;;;hout;;;;;;;S.J. de Meza.;S.J. de Meza.;S.J. de Meza.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-32-53;272;1818;32;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;La Diligence;La Diligence;Q124830989;PSUR0175;;;;;;;;;;;;;;;;;hout;;;;;;;J. en S. de la Parra;Abm. Tama;Boedel Jk. De la Parra.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-54;273;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Quamabo;Quamabo;Q59133113;PSUR0292;;;;;;;;;;;;;;;;;hout;;;;;;;S.H. de Meza;S.H. de Meza;S.H. de Meza;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-55;274;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Retiro;Retiro;Q59133132;;;;;;;;;;;;;;;;;;hout;;;;;;;J.H. Cothino.;J.H. Cothino.;J.H. Cothino.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-56;275;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Charprendre;Charprendre;Q59115382;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-57;276;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Sara's-lust (Suriname);Saras-lust;Q124831914;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-58;277;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Worsteling Jacobs;Worsteling Jacobs;Q59134173;;;;;;;;;;;;;;;;;;;;;steenspringerij;;;;P. Bonte en L.B. Slingarde.;W. Bakker.;Het Land.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-59;278;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Fridericis-gunst;Fridericis-gunst;Q59115597;;;;;;;;;;;;;;;;;;hout;;;;;;;S.H.C. Nassy.;S.H.C. Nassy.;S.H.C. Nassy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-60;279;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;D'Othan;D'Othan;Q59115427;;;;;;;;;;;;;;;;;;;;;;;;;;;Wed. A.H. de Pina;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-61;280;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Rama;Rama;Q59133125;PSUR0295;;;;;;;;;;;;;;;;;hout;;;;;;;S.H. de Meza;S.H. de Meza;S.H. de Meza;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-62;281;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Goede Vrede en co;Goede Vrede en Comp.;Q59115632;;;;;;;;;;;;;;;;;;hout;;;;;;;Wed. J.H. del Castilho en de Wed. Moses Robles de Medina;A.M. Robles de Medina;Wed. J.H. del Castilho en de Wed. Moses Robles de Medina;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-63;282;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Staf Arons en Egypte;Staf Arons en Egypte };Q59133884;;;;;;;;;;;;;;;;;;hout;;;;;;;B.A. da Costa.;B.A. da Costa.;Ribca Huisvrouw van B.H. da Costa;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-64;283;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Florentia;Florentia;Q59115586;;;;;;;;;;;;;;;;;;hout;;;;;;;Jeos. De la Parra;Jeos. De la Parra;Jeos. De la Parra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-65;284;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Baboenhol;Baboenhol;Q59115185;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-33-66;285;1818;33;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Rijnesberg;Rhijnesberg;Q59133136;;;;;;;;;;;;;;;;;;hout;;;;;;;J.M. Meyers en de Seq: van den Hove Civiel;Jb. Abenacar J.;J.M. Meyers en Jacob Juda Jr.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-34-67;286;1818;34;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Weltevreden;Weltevreden;Q2854713;;;;;;;;;;;;;;;;;;hout;;;;Huurder, A. Robles de Medina.;;;P. Bonte en L.B. Slingarde, Huurder, A. Robles de Medina.;;Het Land.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-34-68;287;1818;34;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Berg en Dal;Berg en Daal;Q819296;PSUR0027;;;;;;;;;;;;;;;;;hout;;;;;;;F.C. Meyer, C.L. Weissenbruch, H. Klint, J.L. Malmberg, E.G. veldwyk & J. Plameau Jr.;J. Barkhuizen.;Baron R. van Breukellerwaard en de Erven Coudere;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-34-69;288;1818;34;;;Rivier Suriname, regterhand;Suriname;Suriname;rechts;Victoria;Victoria;Q14514754;PSUR0334;;;;;;;;;;;;;;;;;hout;;;;;;;P. Bonte en L.B. Slingarde.;J.W. Scheffer.;Mineraal Kompagnie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-34-70;289;1818;34;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Voorburg;Voorburg;Q15883580;PSUR0338;;;;;;;;;;;;;;;;;suiker;;;;;;;F. Bendeker, J.E. van Onna, E.G. Veldwyk en Q.G. Pichot;J.H. Rose.;Boedel J.F. Friderici en J.J. Faesch;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-34-71;290;1818;34;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Suzanna's Daal;Susannasdaal;Q15882536;PSUR0322;PSUR0323;;;;;;;;;;;;;;;;koffie;;;;;;;S. Nieuwland en J.H. Franke.;S. Nieuwland.;t Fonds onder Direktie van de Wed. Verent en Zoon en de Boedel D. van Heyst.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-35-72;291;1818;35;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Clevia;Clevia;Q15873942;PSUR0058;;;;;;;;;;;;;;;;;koffie;;;;;;;E.G. Veldwijk, C.L. Weissenbruch en H. Klint.;H.A. Schröder;t Fonds onder Direktie van J. en T. van Marsëlis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-35-73;292;1818;35;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Belwaarde;Belwaarde;Q14917710;PSUR0025-A;PSUR0025-B;;;;;;;;;;;;;;;;koffie;;;;;;;Turrel Tuffs.;;Turrel Tuffs.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-35-74;293;1818;35;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Lust en Rust;Lust Rust;Q2689333;PSUR0217;;;;;;;;;;;;;;;;;koffie;;;;;;;Weesm: deze Kolonie, H.L. Perret Gentil q.q. c.s. Bruyning en J.J.F. de Friderici Jr.;J. Voemel.;Boedel N.R. v Hout. Wed, G.A.D. de Graaf, J.P. van Hout, Erven de Wed. van Kronstein en de Erven Scherping.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-35-75;294;1818;35;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Dordrecht;Dordrecht;Q1827726;PSUR0097;;;;;;;;;;;;;;;;;koffie;;;;;;;J.E. van Onna en L. Fesler.;Smit van Mingershouse;t Fonds onder Direktie van R. le Chevalier en P. Portilje;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-35-76;295;1818;35;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Jagtlust;Jagtlust;Q2121376;PSUR0148;;;;;;;;;;;;;;;;;koffie;;;;;;;G.N. Linck.;H. Dörker.;G.N. Linck.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-35-77;296;1818;35;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Meerzorg;Meerzorg;Q1018882;PSUR0231;;;;;;;;;;;;;;;;;suiker;;;;;;;F. Taunay en C.L. Weissenbruch.;J. Fleischer.;Erven Amsing.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-36-78;297;1818;36;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Mopentibo;Mopentibo;Q2381723;;;;;;;;;;;;;;;;;;koffie;;;;;;;N. Veeckens.;C. D'andleau, opzigter;t Fonds onder direktie van J.J. Poncelet en Zoon;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-36-79;298;1818;36;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Peperpot;Peperpot;Q12013270;;;;;;;;;;;;;;;;;;koffie;;;;;;;C.L. Weissenbruch en S.M. Klein.;C. D'andleau;G. Titsingh en Zn: qq.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-36-80;299;1818;36;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;La Liberté;La Liberté;Q124831182;PSUR0177;;;;;;;;;;;;;;;;;suiker;;;;;;;J. Bruying en J.C. Winckel;J.C. Winckel.;t Fonds onder Direktie van J. Portilje en P. van den Broeke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-36-81;300;1818;36;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;De Hoop;De Hoop;Q124827980;PSUR0080;;;;;;;;;;;;;;;;;suiker;;;;;;;F. Taunay en F. Harreveld;F. Harreveld.;t Fond onder Direktie van J.M. Fraissinet en J. van Oosterwyk;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-36-82;301;1818;36;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Petersburg;Pietersburg;Q59133064;PSUR0280;;;;;;;;;;;;Kostgrond van Plantage Domburg;Kostgrond van Domburg;Q59115517;;;kost;;;;;;;;;Aan Ple. Domb.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818-36-83;302;1818;36;;;Rivier Suriname, linkerhand;Suriname;Suriname;links;Vreeland;Vreeland;Q59134028;PSUR0341;;;;;;;;;;;;;;;;;suiker;;;;;;;Jean Rocheteau, P.J. Vliet en Curators deze Colonië.;W.V. Niehencke;de Erven J. Rocheteau;;;;;;;;;;;;;;;;;;;;;;;;;;;;
