lpId,adres1885,straatnaam1885,zoneType,lpAddressStatus,isLinkableAddress,linkingStatus,hasGeometry,candidateCount,candidateSummary
141,A231c,Knuffelsgracht,older-regime,address,yes,matched,yes,3,4020 | 1837 | A.231a | Knuffelsgracht | 1837-fallback-core-only+street || 4021 | 1837 | A.231b | Knuffelsgracht | 1837-fallback-core-only+street || 4022 | 1837 | A.231c | Knuffelsgracht | 1837-exact-components+street
142,A232b,Knuffelsgracht,older-regime,address,yes,matched,yes,2,971 | 1837 | A.232a | Knuffelsgracht | 1837-fallback-core-only+street || 972 | 1837 | A.232b | Knuffelsgracht | 1837-exact-components+street
143,A233,Knuffelsgracht,older-regime,address,yes,matched,yes,1,974 | 1837 | A.233 | Knuffelsgracht | 1837-exact-components+street
144,A234,Knuffelsgracht,older-regime,address,yes,matched,yes,1,975 | 1837 | A.234 | Knuffelsgracht | 1837-exact-components+street
145,A235,Knuffelsgracht,older-regime,address,yes,matched,yes,1,977 | 1837 | A.235 | Knuffelsgracht | 1837-exact-components+street
146,A236,Knuffelsgracht,older-regime,address,yes,matched,yes,1,978 | 1837 | A.236 | Knuffelsgracht | 1837-exact-components+street
147,A237,Knuffelsgracht,older-regime,address,yes,matched,yes,1,980 | 1837 | A.237 | Knuffelsgracht | 1837-exact-components+street
148,A238,Knuffelsgracht,older-regime,address,yes,matched,yes,1,855 | 1837 | A.238 | Knuffelsgracht | 1837-exact-components+street
149,A239,Knuffelsgracht,older-regime,address,yes,matched,yes,2,856 | 1837 | A.239a | Knuffelsgracht | 1837-fallback-core-only+street || 857 | 1837 | A.239b | Knuffelsgracht | 1837-fallback-core-only+street
150,A123,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,2,698 | 1837 | A.123 | Kromme Elleboogstraat | 1837-exact-components+street || 699 | 1837 | A.123 | Kromme Elleboogstraat | 1837-exact-components+street
151,A124,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,2,674 | 1837 | A.124 | Kromme Elleboogstraat | 1837-exact-components+street || 675 | 1837 | A.124 | Kromme Elleboogstraat | 1837-exact-components+street
152,A125,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,656 | 1837 | A.125 | Kromme Elleboogstraat | 1837-exact-components+street
153,A126,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,2109 | 1837 | A.126 | Kromme Elleboogstraat | 1837-exact-components+street
154,A127,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,643 | 1837 | A.127 | Kromme Elleboogstraat | 1837-exact-components+street
155,A128,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,2,632 | 1837 | A.128a | Kromme Elleboogstraat | 1837-fallback-core-only+street || 710 | 1837 | A.128b | Kromme Elleboogstraat | 1837-fallback-core-only+street
156,A129,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,625 | 1837 | A.129 | Kromme Elleboogstraat | 1837-exact-components+street
157,A130,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,4,638 | 1837 | A.130 | Kromme Elleboogstraat | 1837-exact-components+street || 2104 | 1837 | A.130 | Kromme Elleboogstraat | 1837-exact-components+street || 2105 | 1837 | A.130 | Kromme Elleboogstraat | 1837-exact-components+street || 2106 | 1837 | A.130 | Kromme Elleboogstraat | 1837-exact-components+street
158,A131,Oude Hofstraat,older-regime,address,yes,matched,yes,2,648 | 1837 | A.131 | Kromme Elleboogstraat | 1837-exact-components || 2103 | 1837 | A.131 | Kromme Elleboogstraat | 1837-exact-components
159,A132,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,2,660 | 1837 | A.132 | Kromme Elleboogstraat | 1837-exact-components+street || 661 | 1837 | A.132a | Kromme Elleboogstraat | 1837-fallback-core-only+street
160,A133,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,2,2095 | 1837 | A.133 | Kromme Elleboogstraat | 1837-exact-components+street || 2110 | 1837 | A.133 | Kromme Elleboogstraat | 1837-exact-components+street
161,A134,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,706 | 1837 | A.134 | Kromme Elleboogstraat | 1837-exact-components+street
162,A135,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,687 | 1837 | A.135 | Kromme Elleboogstraat | 1837-exact-components+street
163,A136,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,724 | 1837 | A.136 | Kromme Elleboogstraat | 1837-exact-components+street
164,A137,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,720 | 1837 | A.137 | Kromme Elleboogstraat | 1837-exact-components+street
165,A138,Kromme Elleboogstraat,older-regime,address,yes,matched,yes,1,730 | 1837 | A.138 | Kromme Elleboogstraat | 1837-exact-components+street
166,A61,Noorderkerkstraat,older-regime,address,yes,matched,yes,1,2130 | 1837 | A. 61 | Noorderkerkstraat | 1837-exact-components+street
167,A64,Noorderkerkstraat,older-regime,address,yes,matched,yes,1,1046 | 1837 | A. 64 | Noorderkerkstraat | 1837-exact-components+street
168,A65b,Noorderkerkstraat,older-regime,address,yes,matched,yes,2,1048 | 1837 | A. 65a | Noorderkerkstraat | 1837-fallback-core-only+street || 1049 | 1837 | A. 65b | Noorderkerkstraat | 1837-exact-components+street
169,A47a,Oranjestraat,older-regime,address,yes,matched,yes,3,91 | 1837 | A. 47b | Heerenstraat | 1837-fallback-core-only || 92 | 1837 | A. 47a | Gouvernementsplein | 1837-exact-components || 93 | 1837 | A. 47b | Gouvernementsplein | 1837-fallback-core-only
170,A103,Oranjestraat,older-regime,address,yes,matched,yes,5,390 | 1837 | A.103 | Oranjestraat | 1837-exact-components+street || 391 | 1837 | A.103 | Oranjestraat | 1837-exact-components+street || 392 | 1837 | A.103 | Oranjestraat | 1837-exact-components+street || 393 | 1837 | A.103 | Oranjestraat | 1837-exact-components+street || 603 | 1837 | A.103 | Oranjestraat | 1837-exact-components+street
171,A104,Oranjestraat,older-regime,address,yes,matched,yes,1,591 | 1837 | A.104 | Oranjestraat | 1837-exact-components+street
172,A105,Oranjestraat,older-regime,address,yes,matched,yes,1,579 | 1837 | A.105 | Oranjestraat | 1837-exact-components+street
173,A106,Oranjestraat,older-regime,address,yes,matched,yes,1,569 | 1837 | A.106 | Oranjestraat | 1837-exact-components+street
174,A107,Oranjestraat,older-regime,address,yes,matched,yes,1,542 | 1837 | A.107 | Oranjestraat | 1837-exact-components+street
175,A108,Oranjestraat,older-regime,address,yes,matched,yes,3,12 | 1837 | A.108 | Oranjestraat | 1837-exact-components+street || 13 | 1837 | A.108 | Oranjestraat | 1837-exact-components+street || 14 | 1837 | A.108 | Oranjestraat | 1837-exact-components+street
176,A109,Oranjestraat,older-regime,address,yes,matched,yes,1,537 | 1837 | A.109 | Oranjestraat | 1837-exact-components+street
177,A110,Oranjestraat,older-regime,address,yes,matched,yes,2,2099 | 1837 | A.110a | Oranjestraat | 1837-fallback-core-only+street || 2100 | 1837 | A.110 | Oranjestraat | 1837-exact-components+street
178,A111,Oranjestraat,older-regime,address,yes,matched,yes,1,555 | 1837 | A.111 | Oranjestraat | 1837-exact-components+street
179,A112,Oranjestraat,older-regime,address,yes,matched,yes,1,574 | 1837 | A.112 | Oranjestraat | 1837-exact-components+street
180,A113,Oranjestraat,older-regime,address,yes,matched,yes,1,586 | 1837 | A.113 | Oranjestraat | 1837-exact-components+street
181,A114,Oranjestraat,older-regime,address,yes,matched,yes,1,596 | 1837 | A.114 | Oranjestraat | 1837-exact-components+street
182,A115,Oranjestraat,older-regime,address,yes,matched,yes,1,614 | 1837 | A.115 | Oranjestraat | 1837-exact-components+street
183,A269,Oude Oranjetuin,older-regime,address,yes,matched,yes,1,1005 | 1837 | A.269 | Kerkplein | 1837-exact-components
184,A270,Oude Oranjetuin,older-regime,address,yes,matched,yes,1,1006 | 1837 | A.270 | Kerkplein | 1837-exact-components
185,A271,Oude Oranjetuin,older-regime,address,yes,matched,yes,1,1009 | 1837 | A.271 | Kerkplein | 1837-exact-components
186,A252,Wagenwegstraat,older-regime,address,yes,matched,yes,2,731 | 1837 | A.252b | Wagenwegstraat | 1837-fallback-core-only+street || 732 | 1837 | A.252a | Wagenwegstraat | 1837-fallback-core-only+street
187,A253,Wagenwegstraat,older-regime,address,yes,matched,yes,2,707 | 1837 | A.253 | Wagenwegstraat | 1837-exact-components+street || 725 | 1837 | A.253 | Wagenwegstraat | 1837-exact-components+street
188,A254,Wagenwegstraat,older-regime,address,yes,matched,yes,1,721 | 1837 | A.254 | Wagenwegstraat | 1837-exact-components+street
189,A255,Wagenwegstraat,older-regime,address,yes,matched,yes,1,712 | 1837 | A.255 | Wagenwegstraat | 1837-exact-components+street
190,A256,Wagenwegstraat,older-regime,address,yes,matched,yes,1,711 | 1837 | A.256 | Wagenwegstraat | 1837-exact-components+street
191,A257a,Wagenwegstraat,older-regime,address,yes,matched,yes,3,688 | 1837 | A.257b | Wagenwegstraat | 1837-fallback-core-only+street || 689 | 1837 | A.257a | Wagenwegstraat | 1837-exact-components+street || 700 | 1837 | A.257 | Wagenwegstraat | 1837-fallback-core-only+street
192,A258,Wagenwegstraat,older-regime,address,yes,matched,yes,1,657 | 1837 | A.258 | Wagenwegstraat | 1837-exact-components+street
193,A259a,Wagenwegstraat,older-regime,address,yes,matched,yes,2,649 | 1837 | A.259a | Wagenwegstraat | 1837-exact-components+street || 650 | 1837 | A.259b | Wagenwegstraat | 1837-fallback-core-only+street
194,A98,Waterkant,older-regime,address,yes,matched,yes,3,348 | 1837 | A. 98 | Waterkant | 1837-exact-components+street || 353 | 1837 | A. 98 | Waterkant | 1837-exact-components+street || 358 | 1837 | A. 98 | Waterkant | 1837-exact-components+street
195,A99,Waterkant,older-regime,address,yes,matched,yes,1,362 | 1837 | A. 99 | Waterkant | 1837-exact-components+street
196,A100b,Waterkant,older-regime,address,yes,matched,yes,3,367 | 1837 | A.100 | Waterkant | 1837-fallback-core-only+street || 368 | 1837 | A.100a | Waterkant | 1837-fallback-core-only+street || 369 | 1837 | A.100b | Waterkant | 1837-exact-components+street
197,A101,Waterkant,older-regime,address,yes,matched,yes,1,375 | 1837 | A.101 | Waterkant | 1837-exact-components+street
198,A102a,Waterkant,older-regime,address,yes,matched,yes,2,380 | 1837 | A.102a | Waterkant | 1837-exact-components+street || 381 | 1837 | A.102b | Waterkant | 1837-fallback-core-only+street
199,A116,Waterkant,older-regime,address,yes,matched,yes,3,406 | 1837 | A.116 | Waterkant | 1837-exact-components+street || 407 | 1837 | A.116 | Waterkant | 1837-exact-components+street || 408 | 1837 | A.116 | Waterkant | 1837-exact-components+street
200,A117,Waterkant,older-regime,address,yes,matched,yes,1,413 | 1837 | A.117 | Waterkant | 1837-exact-components+street
201,A118,Waterkant,older-regime,address,yes,matched,yes,2,419 | 1837 | A.118 | Waterkant | 1837-exact-components+street || 420 | 1837 | A.118 | Waterkant | 1837-exact-components+street
202,A119,Waterkant,older-regime,address,yes,matched,yes,2,425 | 1837 | A.119 | Waterkant | 1837-exact-components+street || 426 | 1837 | A.119 | Waterkant | 1837-exact-components+street
203,A120,Waterkant,older-regime,address,yes,matched,yes,1,435 | 1837 | A.120 | Waterkant | 1837-exact-components+street
204,A121,Waterkant,older-regime,address,yes,matched,yes,1,443 | 1837 | A.121 | Waterkant | 1837-exact-components+street
205,A122,Waterkant,older-regime,address,yes,matched,yes,4,448 | 1837 | A.122 | Waterkant | 1837-exact-components+street || 449 | 1837 | A.122 | Waterkant | 1837-exact-components+street || 450 | 1837 | A.122 | Waterkant | 1837-exact-components+street || 455 | 1837 | A.122 | Waterkant | 1837-exact-components+street
206,A139,Waterkant,older-regime,address,yes,matched,yes,1,2108 | 1837 | A.139 | Waterkant | 1837-exact-components+street
207,A140,Waterkant,older-regime,address,yes,matched,yes,2,463 | 1837 | A.140 | Waterkant | 1837-exact-components+street || 2111 | 1837 | A.140 | Waterkant | 1837-exact-components+street
208,A165,Keizerstraat,older-regime,address,yes,matched,yes,3,234 | 1837 | A.165 | Waterkant | 1837-exact-components || 235 | 1837 | A.165 | Waterkant | 1837-exact-components || 2094 | 1837 | A.165 | Waterkant | 1837-exact-components
209,A166,Waterkant,older-regime,address,yes,matched,yes,2,3973 | 1837 | A.166 | Waterkant | 1837-exact-components+street || 5285 | 1837 | A.166 | Waterkant | 1837-exact-components+street
210,A167,Waterkant,older-regime,address,yes,matched,yes,1,484 | 1837 | A.167 | Waterkant | 1837-exact-components+street
211,A168,Waterkant,older-regime,address,yes,matched,yes,2,471 | 1837 | A.168 | Waterkant | 1837-exact-components+street || 2107 | 1837 | A.168 | Waterkant | 1837-exact-components+street
212,A169,Waterkant,older-regime,address,yes,matched,yes,5,491 | 1837 | A.169 | Waterkant | 1837-exact-components+street || 492 | 1837 | A.169 | Waterkant | 1837-exact-components+street || 879 | 1837 | A.169 | Waterkant | 1837-exact-components+street || 880 | 1837 | A.169 | Waterkant | 1837-exact-components+street || 881 | 1837 | A.169 | Waterkant | 1837-exact-components+street
213,A170,Waterkant,older-regime,address,yes,matched,yes,4,501 | 1837 | A.170 | Waterkant | 1837-exact-components+street || 502 | 1837 | A.170 | Waterkant | 1837-exact-components+street || 503 | 1837 | A.170 | Waterkant | 1837-exact-components+street || 504 | 1837 | A.170 | Waterkant | 1837-exact-components+street
214,A171,Waterkant,older-regime,address,yes,matched,yes,1,513 | 1837 | A.171 | Waterkant | 1837-exact-components+street
215,A172,Waterkant,older-regime,address,yes,matched,yes,1,521 | 1837 | A.172 | Waterkant | 1837-exact-components+street
216,A173,Waterkant,older-regime,address,yes,matched,yes,1,522 | 1837 | A.173 | Waterkant | 1837-exact-components+street
217,A174,Waterkant,older-regime,address,yes,matched,yes,1,526 | 1837 | A.174 | Waterkant | 1837-exact-components+street
218,A175,Waterkant,older-regime,address,yes,matched,yes,2,530 | 1837 | A.175 | Waterkant | 1837-exact-components+street || 531 | 1837 | A.175 | Waterkant | 1837-exact-components+street
219,A176,Watermolenstraat,older-regime,address,yes,matched,yes,3,2091 | 1837 | A.176 | Watermolenstraat | 1837-exact-components+street || 2092 | 1837 | A.176a | Watermolenstraat | 1837-fallback-core-only+street || 2093 | 1837 | A.176b | Watermolenstraat | 1837-fallback-core-only+street
220,A177,Watermolenstraat,older-regime,address,yes,matched,yes,1,874 | 1837 | A.177 | Watermolenstraat | 1837-exact-components+street
221,A178,Watermolenstraat,older-regime,address,yes,matched,yes,1,869 | 1837 | A.178 | Watermolenstraat | 1837-exact-components+street
222,A179,Watermolenstraat,older-regime,address,yes,matched,yes,1,863 | 1837 | A.179 | Watermolenstraat | 1837-exact-components+street
223,A181,Watermolenstraat,older-regime,address,yes,matched,yes,2,843 | 1837 | A.181 | Watermolenstraat | 1837-exact-components+street || 844 | 1837 | A.181 | Watermolenstraat | 1837-exact-components+street
224,A182,Watermolenstraat,older-regime,address,yes,matched,yes,1,837 | 1837 | A.182 | Watermolenstraat | 1837-exact-components+street
225,A185,Watermolenstraat,older-regime,address,yes,matched,yes,4,826 | 1837 | A.185 | Watermolenstraat | 1837-exact-components+street || 882 | 1837 | A.185a | Watermolenstraat | 1837-fallback-core-only+street || 883 | 1837 | A.185b | Watermolenstraat | 1837-fallback-core-only+street || 884 | 1837 | A.185c | Watermolenstraat | 1837-fallback-core-only+street
226,A186,Watermolenstraat,older-regime,address,yes,matched,yes,1,818 | 1837 | A.186 | Watermolenstraat | 1837-exact-components+street
227,A187,Watermolenstraat,older-regime,address,yes,matched,yes,1,813 | 1837 | A.187 | Watermolenstraat | 1837-exact-components+street
228,A188,Watermolenstraat,older-regime,address,yes,matched,yes,2,803 | 1837 | A.188a | Watermolenstraat | 1837-fallback-core-only+street || 804 | 1837 | A.188 | Watermolenstraat | 1837-exact-components+street
229,A190,Watermolenstraat,older-regime,address,yes,matched,yes,2,781 | 1837 | A.190a | Watermolenstraat | 1837-fallback-core-only+street || 782 | 1837 | A.190b | Watermolenstraat | 1837-fallback-core-only+street
230,A191,Watermolenstraat,older-regime,address,yes,matched,yes,2,218 | 1837 | A.191 | Watermolenstraat | 1837-exact-components+street || 777 | 1837 | A.191 | Watermolenstraat | 1837-exact-components+street
231,A192,Watermolenstraat,older-regime,address,yes,matched,yes,2,767 | 1837 | A.192 | Watermolenstraat | 1837-exact-components+street || 768 | 1837 | A.192 | Watermolenstraat | 1837-exact-components+street
232,A193,Watermolenstraat,older-regime,address,yes,matched,yes,1,762 | 1837 | A.193 | Watermolenstraat | 1837-exact-components+street
233,A194,Watermolenstraat,older-regime,address,yes,matched,yes,3,753 | 1837 | A.194 | Watermolenstraat | 1837-exact-components+street || 754 | 1837 | A.194 | Watermolenstraat | 1837-exact-components+street || 755 | 1837 | A.194 | Watermolenstraat | 1837-exact-components+street
234,A195,Watermolenstraat,older-regime,address,yes,matched,yes,4,131 | 1837 | A.195 | Watermolenstraat | 1837-exact-components+street || 132 | 1837 | A.195 | Watermolenstraat | 1837-exact-components+street || 2117 | 1837 | A.195 | Watermolenstraat | 1837-exact-components+street || 2118 | 1837 | A.195 | Watermolenstraat | 1837-exact-components+street
235,A196,Watermolenstraat,older-regime,address,yes,matched,yes,1,123 | 1837 | A.196 | Watermolenstraat | 1837-exact-components+street
236,A197,Watermolenstraat,older-regime,address,yes,matched,yes,1,117 | 1837 | A.197 | Watermolenstraat | 1837-exact-components+street
237,A198,Watermolenstraat,older-regime,address,yes,matched,yes,1,113 | 1837 | A.198 | Watermolenstraat | 1837-exact-components+street
238,A199,Watermolenstraat,older-regime,address,yes,matched,yes,1,2132 | 1837 | A.199 | Watermolenstraat | 1837-exact-components+street
239,A200,Watermolenstraat,older-regime,address,yes,matched,yes,4,2119 | 1837 | A.200 | Watermolenstraat | 1837-exact-components+street || 2120 | 1837 | A.200a | Watermolenstraat | 1837-fallback-core-only+street || 2121 | 1837 | A.200b | Watermolenstraat | 1837-fallback-core-only+street || 2122 | 1837 | A.200 | Watermolenstraat | 1837-exact-components+street
